id,province_code,city_code,district_code,village_code,village,created_at,updated_at
1,11,1101,110102,1101022009,PULO KAMBING,,
2,11,1102,110204,1102042011,KAMPUNG MELAYU GABUNGAN,,
3,11,1101,110101,1101012017,GAMPONG BARO,,
4,11,1102,110204,1102042012,TERUTUNG PEDI,,
5,11,1101,110102,1101022019,KEDAI PADANG,,
6,11,1101,110102,1101022007,SIMPANG EMPAT,,
7,11,1101,110106,1101062014,UJUNG KAMPUNG,,
8,11,1101,110102,1101022020,KOTAFAJAR,,
9,11,1111,111103,1111032047,PAYA TIMU,,
10,11,1101,110102,1101022014,KAMPUNG TINGGI,,
11,11,1101,110102,1101022015,RUAK,,
12,11,1105,110510,1105102011,COT LAGAN LM,,
13,11,1111,111104,1111042042,GEUDONG TAMPU,,
14,11,1101,110102,1101022016,SIMPANG LHEE,,
15,11,1101,110103,1101032006,PULO IE,,
16,11,1101,110103,1101032005,KAPEH,,
17,11,1101,110103,1101032002,RANTAU BINUANG,,
18,11,1101,110103,1101032008,KEDAI KANDANG,,
19,11,1102,110205,1102052005,SALANG ALAS,,
20,11,1111,111104,1111042047,COT KEUTAPANG,,
21,11,1101,110103,1101032014,GEULUMBUK,,
22,11,1101,110103,1101032016,UJUNG PADANG,,
23,11,1103,110312,1103122025,MATANG NIBONG,,
24,11,1101,110104,1101042006,UJUNG BATU,,
25,11,1101,110104,1101042010,CACANG,,
26,11,1105,110510,1105102018,PASI MALI,,
27,11,1101,110104,1101042009,KOTA PALAK,,
28,11,1101,110105,1101052006,BUKET MEUH,,
29,11,1101,110104,1101042013,HULU PISANG,,
30,11,1101,110104,1101042011,TENGAH PISANG,,
31,11,1101,110104,1101042016,PADANG BARU,,
32,11,1101,110105,1101052002,KUTA BULOH I,,
33,11,1101,110105,1101052005,JAMBO PAPEUN,,
34,11,1102,110205,1102052009,KUTA PASIR,,
35,11,1101,110105,1101052008,ROT TEUNGOH,,
36,11,1107,110704,1107042017,JAMBEE,,
37,11,1101,110105,1101052013,BLANG TEUNGOH,,
38,11,1101,110105,1101052017,KUTA BARO,,
39,11,1101,110107,1101072012,BLANG GEULINGGANG,,
40,11,1101,110105,1101052018,TANJUNG HARAPAN,,
41,11,1111,111104,1111042054,COT BADA,,
42,11,1101,110105,1101052021,ALUE MEUTUAH,,
43,11,1111,111104,1111042061,BLANG MEE,,
44,11,1102,110202,1102022027,GELAH MUSARA,,
45,11,1101,110106,1101062005,LADANG PANTON LUAS,,
46,11,1111,111105,1111052035,KAPA,,
47,11,1111,111105,1111052059,PULO UE BAROE,,
48,11,1101,110106,1101062018,SUAQ HULU,,
49,11,1108,110811,1108112002,BIE,,
50,11,1101,110106,1101062016,LUAR,,
51,11,1101,110107,1101072003,MEULIGO,,
52,11,1101,110106,1101062024,AIR SIALANG HILIR.,,
53,11,1101,110106,1101062025,AIR SIALANG HULU,,
54,11,1101,110106,1101062027,BALAI,,
55,11,1102,110202,1102022028,MULIE DAME,,
56,11,1101,110107,1101072010,SIMPANG TIGA,,
57,11,1106,110610,1106102013,PASIE LUBUK,,
58,11,1101,110107,1101072007,TRIENG MEUDURO BAROH,,
59,11,1102,110203,1102032006,PINDING,,
60,11,1101,110108,1101082001,LHOK KEUTAPANG,,
61,11,1102,110203,1102032009,TERUTUNG MEGARA ASLI,,
62,11,1101,110108,1101082002,HILIR,,
63,11,1101,110108,1101082005,JAMBO APHA,,
64,11,1101,110108,1101082003,PADANG,,
65,11,1108,110807,1108072013,TEUMPOK TEUNGKU,,
66,11,1111,111108,1111082003,PANDRAH KANDEH,,
67,11,1111,111110,1111102033,BUGAK BLANG,,
68,11,1101,110108,1101082013,PANJUPIAN,,
69,11,1111,111110,1111102034,BUGAK MESJID,,
70,11,1112,111204,1112042028,COT MANCANG,,
71,11,1101,110112,1101122004,KUTA IBOH,,
72,11,1101,110109,1101092006,KUTA BARO,,
73,11,1101,110110,1101102007,LADANG TUHA,,
74,11,1101,110109,1101092015,SEUNEUBOK JAYA,,
75,11,1101,110110,1101102004,KAMPUNG BARU,,
76,11,1101,110110,1101102003,SILOLO,,
77,11,1101,110110,1101102002,PUCOK KRUENG,,
78,11,1111,111110,1111102046,ALUE BIE PUSONG,,
79,11,1101,110110,1101102009,UJONG BATEE,,
80,11,1101,110110,1101102010,LHOK SIALANG CUT,,
81,11,1101,110110,1101102013,PASIE RASIAN,,
82,11,1101,110110,1101102015,KRUENG KALEE,,
83,11,1101,110110,1101102016,LHOK SIALANG RAYEUK,,
84,11,1101,110110,1101102017,GAMPONG BARO,,
85,11,1107,110704,1107042027,KEURUMBOK,,
86,11,1111,111114,1111142020,KUALA RAJA,,
87,11,1101,110110,1101102021,PANTE RAJA,,
88,11,1101,110111,1101112005,LIMAU SARING,,
89,11,1101,110111,1101112008,GUNUNG ROTAN,,
90,11,1111,111115,1111152007,COT ANEUK BATEE,,
91,11,1101,110112,1101122007,BLANG POROH,,
92,11,1111,111117,1111172010,PALOH PEURADI,,
93,11,1101,110112,1101122010,IKU LHUENG,,
94,11,1101,110112,1101122008,PULO  IE,,
95,11,1101,110112,1101122009,SUAK LOKAN,,
96,11,1102,110205,1102052032,BADAR INDAH,,
97,11,1101,110111,1101112012,SAWANG INDAH,,
98,11,1102,110203,1102032016,TUALANG SEMBILAR,,
99,11,1102,110203,1102032014,TERUTUNG PAYUNG HULU,,
100,11,1101,110113,1101132005,KOTO INDARUNG,,
101,11,1101,110113,1101132004,MALAKA,,
102,11,1106,110618,1106182015,BLANG PREH,,
103,11,1101,110113,1101132010,LAWE MELANG,,
104,11,1101,110114,1101142007,PUCUK LEMBANG,,
105,11,1101,110114,1101142002,SAPIK,,
106,11,1101,110116,1101162011,ALUR BUJOK,,
107,11,1102,110203,1102032018,KUNING II,,
108,11,1101,110115,1101152004,SAWAH TINGKEUM,,
109,11,1102,110206,1102062026,LAWE DESKY JAYA,,
110,11,1101,110117,1101172002,RAMBONG,,
111,11,1101,110117,1101172001,BUKET GADENG,,
112,11,1102,110203,1102032021,RIKIT,,
113,11,1102,110203,1102032020,LIKAT,,
114,11,1102,110204,1102042027,MBARUNG DATUK SAUDANE,,
115,11,1104,110413,1104132005,CIBRO,,
116,11,1102,110201,1102012006,KUBU,,
117,11,1102,110201,1102012004,PASIR BANGUN,,
118,11,1102,110201,1102012001,ENGKERAN,,
119,11,1102,110201,1102012002,RUMAH KAMPUNG,,
120,11,1102,110201,1102012007,LAWE KONGKER,,
121,11,1102,110201,1102012009,MUARA BARU,,
122,11,1102,110201,1102012013,KUTA BATU II,,
123,11,1102,110201,1102012012,KUTA CINGKAM I,,
124,11,1102,110203,1102032025,LAWE KIHING,,
125,11,1102,110203,1102032026,TERUTUNG SEPERAI,,
126,11,1102,110203,1102032027,KUTE SERI,,
127,11,1102,110201,1102012022,PAYE MUNJE,,
128,11,1102,110201,1102012027,LAWE KONGKER HILIR,,
129,11,1102,110203,1102032028,KUTA ANTARA,,
130,11,1102,110202,1102022008,SUKA DAMAI,,
131,11,1107,110704,1107042030,CEURIH ALUE,,
132,11,1102,110202,1102022002,DARUL AMAN,,
133,11,1102,110202,1102022016,LAWE TUA MAKMUR,,
134,11,1102,110202,1102022009,KUTE TENGAH,,
135,11,1102,110202,1102022015,SUKA MAJU,,
136,11,1102,110202,1102022011,KEDATARAN GABUNGAN,,
137,11,1102,110202,1102022010,TANAH BARU,,
138,11,1102,110202,1102022020,SUKA JAYA,,
139,11,1102,110202,1102022018,LAWE SERKE,,
140,11,1102,110202,1102022022,SEBUNGKE,,
141,11,1102,110202,1102022021,ENMIYA BATU DUA RATUS,,
142,11,1102,110202,1102022024,LAWE LONING SEPAKAT,,
143,11,1102,110203,1102032005,LAWE HIJO,,
144,11,1102,110202,1102022030,KARYA INDAH,,
145,11,1102,110202,1102022034,KERTIMBANG,,
146,11,1102,110202,1102022033,LAWE PEKHIDINEN,,
147,11,1102,110202,1102022032,LAWE SIGALA BARAT JAYA,,
148,11,1102,110203,1102032035,BIAK MULI PANTAI RAJA,,
149,11,1102,110203,1102032034,BIAK MULI BARU,,
150,11,1102,110203,1102032039,LAWE HIJO METUAH,,
151,11,1102,110203,1102032041,TEMBILAKH MBAKHU,,
152,11,1102,110203,1102032038,TERUTUNG PAYUNG GABUNGAN,,
153,11,1102,110203,1102032037,LEMBAH HAJI,,
154,11,1102,110204,1102042007,BATU MBULAN I,,
155,11,1102,110204,1102042006,BATU MBULAN ASLI,,
156,11,1102,110204,1102042009,KAMPUNG RAJA,,
157,11,1102,110204,1102042004,MUARA LAWE BULAN,,
158,11,1102,110204,1102042010,PULONAS,,
159,11,1108,110811,1108112005,GLONG,,
160,11,1102,110204,1102042014,GUMPANG JAYA,,
161,11,1102,110204,1102042015,PULO LATONG,,
162,11,1102,110204,1102042017,BATU MBULAN MBARU,,
163,11,1118,111804,1118042029,REUDEUP MELAYU,,
164,11,1102,110204,1102042021,PEKHAPAT TITI PANJANG,,
165,11,1102,110204,1102042025,PULO SANGGAKH,,
166,11,1102,110205,1102052015,NATAM,,
167,11,1102,110205,1102052029,DELENG MEGAKHE,,
168,11,1102,110205,1102052031,LAWE BEKUNG TAMPAHAN,,
169,11,1102,110205,1102052026,KUMBANG INDAH,,
170,11,1102,110205,1102052033,BATU MBEKHONG,,
171,11,1102,110206,1102062001,PARDOMUAN II,,
172,11,1102,110205,1102052035,TANOH MEGAKHE,,
173,11,1102,110206,1102062005,CINTA DAMAI,,
174,11,1102,110210,1102102009,SUKA MAKMUR,,
175,11,1102,110206,1102062011,SEJAHTERA,,
176,11,1102,110206,1102062006,LAWE PERBUNGA,,
177,11,1102,110206,1102062015,CINTA MAKMUR,,
178,11,1102,110206,1102062016,MUARA SETIA,,
179,11,1102,110206,1102062025,SABILUSSALAM,,
180,11,1102,110207,1102072001,GULO,,
181,11,1102,110207,1102072006,KITE MERANGUN,,
182,11,1102,110208,1102082013,KAMPUNG NANGKA,,
183,11,1102,110207,1102072011,TANJUNG AMAN,,
184,11,1102,110207,1102072015,MAMAS BARU,,
185,11,1102,110207,1102072014,KUTE RAMBE,,
186,11,1102,110208,1102082004,LAWE SAGU HULU,,
187,11,1102,110207,1102072022,ISTIQAMAH,,
188,11,1102,110208,1102082006,KUTE BANTIL,,
189,11,1102,110207,1102072025,SIMPANG IV TANJUNG,,
190,11,1102,110208,1102082005,LAWE SAGU HILIR,,
191,11,1102,110208,1102082001,PASIR GALA,,
192,11,1102,110208,1102082026,PANGGUH,,
193,11,1102,110208,1102082017,KATAMBARU BECAWAN,,
194,11,1102,110208,1102082021,TELAGA MEKAR,,
195,11,1102,110208,1102082023,PULONAS BARU,,
196,11,1102,110208,1102082015,SIMPANG EMPAT,,
197,11,1102,110208,1102082027,LAWE SAGU,,
198,11,1102,110208,1102082016,KUTA BULUH BOTONG,,
199,11,1102,110208,1102082029,BAHAGIA,,
200,11,1102,110209,1102092007,KUTE LINGGA,,
201,11,1102,110209,1102092001,KUTE LENGAT PANGAN,,
202,11,1102,110209,1102092010,KERUKUNAN,,
203,11,1102,110209,1102092002,KUTE LENGAT SELIAN,,
204,11,1102,110209,1102092003,TUALANG BARU,,
205,11,1107,110705,1107052006,KEUNE,,
206,11,1102,110209,1102092018,GUMPANG,,
207,11,1102,110209,1102092015,DARUSSALAM,,
208,11,1102,110209,1102092020,PAYE KHAMBUNG,,
209,11,1102,110209,1102092017,SEBUDI JAYA,,
210,11,1102,110209,1102092019,KUTE GEKHAT,,
211,11,1102,110209,1102092013,BAMBEL BARU,,
212,11,1102,110210,1102102002,SEMADAM AWAL,,
213,11,1102,110210,1102102004,LAWE KINGA GABUNGAN,,
214,11,1102,110210,1102102001,SIMPANG SEMADAM,,
215,11,1102,110210,1102102006,KEBUN SERE,,
216,11,1102,110210,1102102008,LAWE. BERIGIN GAYO,,
217,11,1102,110210,1102102014,KAMPUNG BARU,,
218,11,1103,110302,1103022020,BLANG PAUH SA,,
219,11,1102,110210,1102102013,NGKERAN ALUR BULUH,,
220,11,1102,110210,1102102010,PASAR PUNTUNG,,
221,11,1102,110210,1102102016,SELAMAT INDAH,,
222,11,1102,110211,1102112007,LAWE SUMUR,,
223,11,1102,110211,1102112009,SALIM PIPIT,,
224,11,1102,110211,1102112004,TITI MAS,,
225,11,1102,110211,1102112006,KUTE LANG-LANG,,
226,11,1102,110211,1102112005,MERANTI,,
227,11,1102,110211,1102112016,LUMBAN SITIO-TIO,,
228,11,1102,110211,1102112013,DOLOK NAULI,,
229,11,1102,110211,1102112010,PENGUHAPAN,,
230,11,1102,110211,1102112015,UNING SIGUGUR,,
231,11,1102,110212,1102122003,LAWE MENGKUDU,,
232,11,1102,110211,1102112022,SUMUKH ALAS,,
233,11,1102,110211,1102112020,KHAMBUNG TUMBUNG,,
234,11,1102,110212,1102122016,DATOK PINING,,
235,11,1102,110211,1102112027,SIGAI INDAH,,
236,11,1102,110211,1102112029,ALAS MESIKHAT,,
237,11,1102,110211,1102112024,SEPEKHINDING,,
238,11,1102,110211,1102112025,TANOH SUBUKH,,
239,11,1102,110211,1102112030,TITI HAKHAPEN,,
240,11,1102,110212,1102122002,LAWE PENANGGALAN,,
241,11,1102,110212,1102122004,JAMBUR LAK-LAK,,
242,11,1102,110212,1102122005,SIMPANG TIGA JONGAR,,
243,11,1102,110214,1102142008,KUTE BUNIN,,
244,11,1102,110212,1102122009,PENYEBERANGAN CINGKAM,,
245,11,1102,110212,1102122010,DELENG DAMAR,,
246,11,1102,110212,1102122015,PENUNGKUNEN,,
247,11,1102,110212,1102122018,LEUSER,,
248,11,1102,110212,1102122020,BUKIT MBAKHU,,
249,11,1102,110212,1102122022,LAWE SEMBEKAN,,
250,11,1102,110212,1102122023,LAWE BERINGIN,,
251,11,1102,110212,1102122024,LAWE GER-GER,,
252,11,1102,110213,1102132004,TENEMBAK LANG-LANG,,
253,11,1102,110213,1102132006,TUALANG LAMA,,
254,11,1102,110213,1102132008,KAYA PANGUR,,
255,11,1107,110706,1107062032,BLANG PUEB,,
256,11,1102,110213,1102132011,BUNGA MELUR,,
257,11,1102,110213,1102132005,SALANG SIGOTOM,,
258,11,1102,110213,1102132017,TADING NI ULIHI,,
259,11,1102,110213,1102132019,KANE LOT,,
260,11,1102,110213,1102132015,LAWE HAKHUM,,
261,11,1102,110213,1102132018,PESELUK PESIMBE,,
262,11,1102,110213,1102132016,TANOH KHUKAHEN,,
263,11,1102,110213,1102132020,MUHAJIRIN,,
264,11,1102,110214,1102142003,KISAM KUTE PASIR,,
265,11,1102,110214,1102142007,BERANDANG,,
266,11,1102,110214,1102142002,KISAM GABUNGAN,,
267,11,1102,110214,1102142005,LAWE SUMUR BARU,,
268,11,1102,110214,1102142012,TERUTUNG MEGAHKE MBAKHU,,
269,11,1102,110214,1102142013,KISAM LESTARI,,
270,11,1102,110215,1102152004,RAMBAH SAYANG,,
271,11,1102,110214,1102142018,TEGER MIKO,,
272,11,1102,110215,1102152001,SALIM PINIM I,,
273,11,1102,110215,1102152002,JAMBUR DAMAR,,
274,11,1103,110301,1103012002,ALUE LUDDIN DUA,,
275,11,1102,110215,1102152011,KHUTUNG MBELANG,,
276,11,1107,110715,1107152013,MEE KRUKON,,
277,11,1102,110215,1102152014,ALUR NANGKE,,
278,11,1102,110216,1102162001,BINTANG ALGA MUSARA,,
279,11,1102,110216,1102162007,BUKIT MERIAH,,
280,11,1112,111202,1112022001,ADAN,,
281,11,1108,110811,1108112006,NIBONG,,
282,11,1112,111205,1112052019,DRIEN BERUMBANG,,
283,11,1111,111116,1111162016,BLANG PALA,,
284,11,1103,110301,1103012003,ALUE DALAM,,
285,11,1102,110216,1102162020,GAYE SENDAH,,
286,11,1102,110216,1102162013,SUKA DAMAI,,
287,11,1112,111209,1112092001,MEURANDEH,,
288,11,1111,111104,1111042034,COT LEUSONG,,
289,11,1102,110216,1102162015,PUNCE NALI,,
290,11,1103,110301,1103012001,ALUE LUDDIN SA,,
291,11,1103,110301,1103012007,SEUNEUBOK TEUNGOH,,
292,11,1103,110301,1103012008,JUNGKA GAJAH,,
293,11,1107,110714,1107142042,PALOH JEURAT BEURABO,,
294,11,1103,110301,1103012012,BLANG BUKET,,
295,11,1108,110810,1108102005,MEURIA ARON,,
296,11,1103,110301,1103012010,MATANG PINEUNG,,
297,11,1103,110301,1103012014,BUKET RUMIA,,
298,11,1103,110301,1103012024,MATANG GEUTO,,
299,11,1103,110301,1103012016,KAPAI BARO,,
300,11,1103,110301,1103012026,BUKET RAYA,,
301,11,1103,110301,1103012019,SEUNEUBOK BULOH,,
302,11,1103,110301,1103012020,GASEH SAYANG,,
303,11,1103,110301,1103012028,PEUKAN IDI CUT,,
304,11,1113,111301,1113012008,PORANG,,
305,11,1103,110309,1103092004,ALUE BULOH DUA,,
306,11,1103,110301,1103012031,TEUPIN DRUM,,
307,11,1111,111114,1111142005,COT KUTA,,
308,11,1103,110301,1103012034,SEUNEUBOK ACEH,,
309,11,1103,110301,1103012038,BAGOK PANAH LHEE,,
310,11,1103,110301,1103012043,KEUMUNENG  LHEE,,
311,11,1103,110301,1103012042,KEUMUNENG DUA,,
312,11,1103,110301,1103012044,KEUMUNENG PEUT,,
313,11,1103,110301,1103012045,KEUMUNENG LIMONG,,
314,11,1108,110813,1108132012,KEUDE JRAT MANYANG,,
315,11,1103,110302,1103022002,BLANG JAMBEE,,
316,11,1103,110302,1103022008,BLANG MIDEUN,,
317,11,1107,110715,1107152025,DAYAH SUKON,,
318,11,1103,110302,1103022009,PAYA BAKONG,,
319,11,1103,110302,1103022012,JULOK TUNONG,,
320,11,1103,110302,1103022011,LHOK RAMBONG,,
321,11,1103,110302,1103022017,MANE RAMPAK,,
322,11,1103,110302,1103022015,LABUHAN,,
323,11,1103,110302,1103022022,ULEE TANOH,,
324,11,1103,110302,1103022023,KEUDE KUTA BINJEI,,
325,11,1103,110302,1103022024,BUKIT SEROJA,,
326,11,1105,110501,1105012005,UJONG BAROH,,
327,11,1103,110302,1103022027,TUMPOK TEUNGOH,,
328,11,1103,110302,1103022032,ALUE CEK DOI,,
329,11,1111,111114,1111142016,BALEE KUYUN,,
330,11,1103,110303,1103032008,BLANG GEULUMPANG,,
331,11,1103,110303,1103032006,KUTA BLANG,,
332,11,1103,110303,1103032007,GAMPONG TANJONG,,
333,11,1103,110303,1103032010,BANTAYAN TIMU,,
334,11,1103,110303,1103032012,SEUNEUBOK RAMBONG,,
335,11,1105,110501,1105012006,RUNDENG,,
336,11,1103,110303,1103032047,TANJONG KAPAI,,
337,11,1103,110303,1103032049,ALUE DUA MUKA S,,
338,11,1103,110303,1103032059,SEUNEUBOK TUHA,,
339,11,1103,110303,1103032058,SEUNEUBOK TUTONG,,
340,11,1103,110303,1103032065,SEUNEUBOKTEUNGOH P.PUNTONG,,
341,11,1103,110304,1103042001,JAMBO LABU,,
342,11,1103,110303,1103032067,KUTA LAWAH,,
343,11,1103,110304,1103042013,PAYA TAMPAH,,
344,11,1113,111304,1113042002,KUTESANGE,,
345,11,1103,110304,1103042006,AFELING II BUKIT,,
346,11,1103,110304,1103042020,BLANG TUALANG,,
347,11,1103,110304,1103042021,BUKET SEULEUMAK,,
348,11,1105,110501,1105012007,DRIEN RAMPAK,,
349,11,1103,110306,1103062030,MEUNASAH HAGU,,
350,11,1103,110304,1103042011,PAYA RAMBONG,,
351,11,1103,110306,1103062037,ALUE SIWAH SERDANG,,
352,11,1103,110304,1103042023,ALUE GADENG,,
353,11,1103,110304,1103042026,MERBOU DUA,,
354,11,1103,110305,1103052004,LELES,,
355,11,1103,110306,1103062041,SEUNEUBOK RAMBONG,,
356,11,1105,110501,1105012009,PASAR ACEH,,
357,11,1103,110305,1103052012,BUNIN,,
358,11,1103,110306,1103062002,KEUDE BAGOK DUA,,
359,11,1103,110307,1103072013,BEUSA MEURANOE,,
360,11,1103,110306,1103062001,KEUDE BAGOK SA,,
361,11,1103,110306,1103062004,BANTAYAN,,
362,11,1105,110510,1105102013,KULAM KAJU,,
363,11,1103,110306,1103062006,TEUPIN PUKAT,,
364,11,1103,110306,1103062005,MATANG SEULEUMAK,,
365,11,1103,110306,1103062010,MEDANG ARA,,
366,11,1103,110306,1103062027,PAYA ENJEE,,
367,11,1103,110306,1103062028,SEULEUMAK MUDA,,
368,11,1103,110307,1103072014,BANGKA RIMUNG,,
369,11,1103,110306,1103062014,BLANG PANJOU,,
370,11,1103,110306,1103062013,SEUMATANG ARON,,
371,11,1103,110314,1103142023,SEUNEUBOK PUNTI,,
372,11,1103,110306,1103062033,BUKET MEURAK,,
373,11,1103,110307,1103072001,PASIR PUTIH,,
374,11,1105,110510,1105102015,PEULEUKUENG,,
375,11,1103,110307,1103072017,BLANG BALOK,,
376,11,1103,110307,1103072020,KUALA LEUGE,,
377,11,1103,110307,1103072024,SEUNEUBOK ACEH,,
378,11,1103,110321,1103212010,PULO BLANG,,
379,11,1103,110307,1103072031,CEK MBON,,
380,11,1103,110307,1103072029,BUKET PALA,,
381,11,1103,110307,1103072036,COT GEULUMPANG,,
382,11,1113,111304,1113042028,GAWAR BELANGI,,
383,11,1103,110307,1103072038,COT KEH,,
384,11,1113,111308,1113082007,REREBE,,
385,11,1103,110308,1103082002,RANTAU PANJANG,,
386,11,1105,110511,1105112007,RAMBONG,,
387,11,1106,110603,1106032023,MEUNARA,,
388,11,1103,110308,1103082006,ALUE SEULEUMAK,,
389,11,1103,110309,1103092002,NICAH AWE,,
390,11,1103,110309,1103092007,MATANG KUMBANG,,
391,11,1103,110309,1103092006,MATANG RAYEUK,,
392,11,1103,110319,1103192011,KRUENG LINGKA,,
393,11,1103,110309,1103092008,BLANG NIE,,
394,11,1103,110309,1103092011,MATANG WENG,,
395,11,1103,110309,1103092021,PUCOK ALUE BARAT,,
396,11,1103,110309,1103092023,GAMPONG BARO,,
397,11,1103,110309,1103092020,PUCOK ALUE SA,,
398,11,1103,110310,1103102002,SEUNEUBOK JOHAN,,
399,11,1103,110310,1103102005,BLANG BAROM,,
400,11,1103,110319,1103192013,KUALA PAREK,,
401,11,1103,110310,1103102006,SEUNEUBOK DALAM,,
402,11,1103,110310,1103102010,ALUE DUA,,
403,11,1103,110310,1103102020,PERTAMINA,,
404,11,1111,111110,1111102012,LUENG,,
405,11,1111,111110,1111102013,KAMBUEK,,
406,11,1103,110310,1103102017,TAMPAK,,
407,11,1106,110603,1106032038,LAMPANAH RANJO,,
408,11,1103,110311,1103112016,MEUNASAH LEUBOK,,
409,11,1103,110310,1103102024,SEUMANAH JAYA,,
410,11,1103,110311,1103112004,PANTE RAMBONG,,
411,11,1103,110311,1103112001,BLANG SEUNONG,,
412,11,1103,110311,1103112003,PANTE LABU,,
413,11,1103,110311,1103112015,MATANG KRUET,,
414,11,1103,110311,1103112017,PANTE PANAH,,
415,11,1114,111405,1114052035,MEUNASAH SERBA,,
416,11,1103,110311,1103112020,PAYA DEMAM LHEE,,
417,11,1103,110312,1103122002,MATANG KEUPULA SA,,
418,11,1103,110311,1103112013,MATANG PERLAK,,
419,11,1103,110311,1103112025,SIJUDO,,
420,11,1103,110312,1103122003,MATANG KEUPULA DUA,,
421,11,1103,110311,1103112024,SAH RAJA,,
422,11,1114,111405,1114052037,MEUTARA,,
423,11,1103,110312,1103122006,BLANG UBIT,,
424,11,1103,110312,1103122009,MEUNASAH ASAN,,
425,11,1103,110312,1103122013,PAYA DEMAM PEUT,,
426,11,1103,110312,1103122012,LUENG PEUT,,
427,11,1103,110323,1103232010,SEUNEUBOK TIMU,,
428,11,1103,110312,1103122017,MATANG JROK,,
429,11,1103,110312,1103122016,TANJONG ARA,,
430,11,1103,110312,1103122015,RAMBONG LOP,,
431,11,1103,110312,1103122024,BLANG ANDAM,,
432,11,1103,110312,1103122021,BLANG AWE,,
433,11,1103,110312,1103122026,LUENG SA,,
434,11,1103,110313,1103132002,ALUE IE ITAM,,
435,11,1104,110407,1104072019,PEPALANG,,
436,11,1103,110314,1103142002,SEUNEUBOK BARO,,
437,11,1103,110313,1103132006,ALUE IE MIRAH,,
438,11,1103,110315,1103152006,SEUNEUBOK KANDANG,,
439,11,1103,110314,1103142004,SEUNEUBOK TEUPIN PANAH,,
440,11,1103,110314,1103142008,KEUMUNENG LHOK,,
441,11,1103,110314,1103142009,PAYA AWEE,,
442,11,1103,110314,1103142006,GAMPONG KEUMUNENG,,
443,11,1103,110314,1103142014,BLANG MINJEI,,
444,11,1103,110314,1103142015,ALUE KUMBANG A,,
445,11,1103,110314,1103142016,ALUE KUMBANG M,,
446,11,1103,110314,1103142021,BLANG GUCI,,
447,11,1103,110314,1103142025,SEUNEUBOK DALAM,,
448,11,1103,110315,1103152002,JAMBO REUHAT,,
449,11,1103,110315,1103152005,SEUNEUBOK SIMPANG,,
450,11,1103,110315,1103152013,PANTON RAYEUK B,,
451,11,1105,110512,1105122007,ANTONG,,
452,11,1103,110316,1103162002,MEUNASAH KRUENG,,
453,11,1103,110315,1103152016,PAYA LAMAN,,
454,11,1103,110316,1103162007,ALUE IE ITAM,,
455,11,1103,110316,1103162011,SEUNEUBOK TEUNGOH,,
456,11,1103,110317,1103172003,JENGKI,,
457,11,1103,110317,1103172001,BABAH KRUENG,,
458,11,1103,110317,1103172005,ALUE GUREB,,
459,11,1103,110317,1103172009,SEUNEUBOK PUNTI,,
460,11,1103,110317,1103172019,ALUE BU ALUE LHOK,,
461,11,1103,110317,1103172018,GELANGGANG MEURAK,,
462,11,1106,110602,1106022010,ANEUK PAYA,,
463,11,1103,110323,1103232011,MATANG BUNGONG,,
464,11,1103,110318,1103182007,TANJONG TUALANG,,
465,11,1106,110602,1106022011,SEUBUN KEUTAPANG,,
466,11,1105,110504,1105042031,SEUMANTOK,,
467,11,1103,110319,1103192001,ALUE RANGAN,,
468,11,1105,110504,1105042038,COT MURONG,,
469,11,1103,110319,1103192005,BUKET DRIEN,,
470,11,1103,110319,1103192006,ALUE ITAM,,
471,11,1103,110319,1103192007,PAYA KEUTAPANG,,
472,11,1103,110319,1103192008,GAJAH MENTAH,,
473,11,1103,110321,1103212003,MEUNASAH AROEN,,
474,11,1103,110321,1103212005,SEUNEUBOK LAPANG,,
475,11,1103,110320,1103202007,TAMPUR BOOR,,
476,11,1104,110408,1104082008,KALA SEGI,,
477,11,1103,110322,1103222002,CEMPEUDAK,,
478,11,1103,110322,1103222003,BUKET TUFAH,,
479,11,1103,110322,1103222008,KEUDE BLANG,,
480,11,1104,110413,1104132006,KUYUN,,
481,11,1103,110323,1103232007,ULEE GLEE,,
482,11,1103,110323,1103232012,MATANG RAYEUK SMK,,
483,11,1103,110324,1103242004,BUKIT TIGA,,
484,11,1104,110413,1104132013,SEPAKAT,,
485,11,1104,110402,1104022004,GENTING GERBANG,,
486,11,1106,110603,1106032040,LAMPANAH DAYAH,,
487,11,1104,110401,1104012010,KUTE BARU,,
488,11,1104,110401,1104012018,MUNGKUR,,
489,11,1104,110401,1104012020,PANTAN NANGKA,,
490,11,1106,110603,1106032047,JRUEK BALEE,,
491,11,1104,110402,1104022003,BURNI BIUS,,
492,11,1104,110402,1104022012,WIH PORAK,,
493,11,1104,110402,1104022018,BURNI BIUS BARU,,
494,11,1104,110402,1104022029,SANEHEN,,
495,11,1115,111507,1115072007,KUALA TUHA,,
496,11,1104,110402,1104022026,REBE GEDUNG,,
497,11,1104,110402,1104022031,TENEBUK KAMPUNG BARU,,
498,11,1104,110403,1104032002,BEBESAN,,
499,11,1104,110402,1104022041,ARUL KUMER SELATAN,,
500,11,1104,110402,1104022040,ARUL KUMER TIMUR,,
501,11,1104,110417,1104172002,ASIR ASIR,,
502,11,1104,110403,1104032011,UMANG,,
503,11,1104,110403,1104032012,SIMPANG IV,,
504,11,1104,110403,1104032017,BURBIAH,,
505,11,1104,110403,1104032021,LEMAH BURBANA,,
